
> blue-ocean@0.0.1 server
> node server/index.js

[dotenv@17.2.3] injecting env (13) from .env -- tip: ⚙️  specify custom .env file path with { path: '/custom/path/.env' }
[dotenv@17.2.3] injecting env (0) from .env -- tip: ⚙️  enable debug logging with { debug: true }
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"email":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(Use `node --trace-warnings ...` to show where the warning was created)
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"id":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"id":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"orderNumber":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"id":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"slug":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"id":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"id":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
(node:42837) [MONGOOSE] Warning: Duplicate schema index on {"id":1} found. This is often due to declaring an index using both "index: true" and "schema.index()". Please remove the duplicate index definition.
✅ MongoDB Connected: mongodb://localhost:27017/blueocean
2025-11-11T08:58:37.459Z - GET /api/subscriptions/current
2025-11-11T08:58:40.624Z - GET /api/subscriptions/current
2025-11-11T08:58:40.702Z - GET /api/subscriptions/current
2025-11-11T08:58:40.713Z - GET /api/subscriptions/current
2025-11-11T08:58:44.539Z - GET /api/products
2025-11-11T08:58:44.611Z - GET /api/products
2025-11-11T08:58:44.617Z - GET /api/products
2025-11-11T08:58:44.627Z - GET /api/products
2025-11-11T09:00:27.938Z - POST /api/auth/signin
2025-11-11T09:00:28.498Z - GET /api/subscriptions/current
2025-11-11T09:00:31.590Z - GET /api/subscriptions/current
2025-11-11T09:02:04.504Z - POST /api/subscriptions
2025-11-11T09:02:04.664Z - GET /api/subscriptions/current
2025-11-11T09:02:04.757Z - GET /api/subscriptions/current
2025-11-11T09:02:04.766Z - GET /api/subscriptions/current
2025-11-11T09:02:16.787Z - GET /api/products
2025-11-11T09:02:17.061Z - GET /api/products
2025-11-11T09:02:17.064Z - GET /api/products
2025-11-11T09:02:17.070Z - GET /api/products
2025-11-11T09:02:57.611Z - GET /api/subscriptions/current
2025-11-11T09:02:57.725Z - GET /api/subscriptions/current
2025-11-11T09:03:02.817Z - GET /api/products
2025-11-11T09:03:02.847Z - GET /api/products
2025-11-11T09:03:04.336Z - GET /api/services
2025-11-11T09:03:04.344Z - GET /api/services
2025-11-11T09:03:11.262Z - GET /api/subscriptions/current
2025-11-11T09:03:11.302Z - GET /api/subscriptions/current
2025-11-11T09:03:12.374Z - GET /api/metrics
2025-11-11T09:03:12.466Z - GET /api/metrics
2025-11-11T09:03:28.483Z - POST /api/auth/signin
2025-11-11T09:03:28.834Z - GET /api/subscriptions/current
2025-11-11T09:03:32.099Z - GET /api/subscriptions/current
2025-11-11T09:03:32.118Z - GET /api/subscriptions/current
2025-11-11T09:03:32.124Z - GET /api/subscriptions/current
2025-11-11T09:03:36.991Z - GET /api/products
2025-11-11T09:03:38.629Z - GET /api/products
2025-11-11T09:03:38.653Z - GET /api/products
2025-11-11T09:03:38.674Z - GET /api/products
2025-11-11T09:05:32.031Z - GET /api/subscriptions/current
2025-11-11T09:06:53.631Z - POST /api/auth/signin
2025-11-11T09:06:53.818Z - GET /api/subscriptions/current
2025-11-11T09:06:56.713Z - GET /api/subscriptions/current
2025-11-11T09:06:56.720Z - GET /api/subscriptions/current
2025-11-11T09:06:56.725Z - GET /api/subscriptions/current
2025-11-11T09:07:10.250Z - GET /api/products
2025-11-11T09:07:10.301Z - GET /api/products
2025-11-11T09:07:10.305Z - GET /api/products
2025-11-11T09:07:10.308Z - GET /api/products
2025-11-11T09:07:35.497Z - POST /api/auth/signin
2025-11-11T09:07:35.830Z - GET /api/subscriptions/current
2025-11-11T09:07:38.758Z - GET /api/subscriptions/current
2025-11-11T09:07:38.783Z - GET /api/subscriptions/current
2025-11-11T09:07:38.791Z - GET /api/subscriptions/current
2025-11-11T09:07:58.181Z - GET /api/subscriptions/current
2025-11-11T09:09:30.983Z - GET /api/products
2025-11-11T09:09:30.995Z - GET /api/orders
2025-11-11T09:09:31.040Z - GET /api/services
2025-11-11T09:09:31.041Z - GET /api/subscriptions/current
2025-11-11T09:09:31.127Z - GET /api/products
2025-11-11T09:09:31.151Z - GET /api/services
2025-11-11T09:09:31.174Z - GET /api/orders
2025-11-11T09:09:32.123Z - GET /api/subscriptions/current
2025-11-11T09:09:50.918Z - GET /api/services
2025-11-11T09:09:50.952Z - GET /api/products
2025-11-11T09:09:50.954Z - GET /api/orders
2025-11-11T09:09:50.981Z - GET /api/subscriptions/current
2025-11-11T09:09:51.552Z - GET /api/orders
2025-11-11T09:09:51.565Z - GET /api/orders
2025-11-11T09:09:52.835Z - GET /api/subscriptions/current
2025-11-11T09:09:55.574Z - GET /api/products
2025-11-11T09:09:55.589Z - GET /api/services
2025-11-11T09:09:55.599Z - GET /api/orders
2025-11-11T09:09:55.652Z - GET /api/subscriptions/current
2025-11-11T09:09:55.672Z - GET /api/orders
2025-11-11T09:09:56.254Z - GET /api/subscriptions/current
2025-11-11T09:09:56.413Z - GET /api/products
2025-11-11T09:09:56.434Z - GET /api/products
2025-11-11T09:10:00.328Z - GET /api/subscriptions/current
2025-11-11T09:10:00.424Z - GET /api/subscriptions/current
2025-11-11T09:10:04.561Z - GET /api/products
2025-11-11T09:10:04.570Z - GET /api/services
2025-11-11T09:10:04.571Z - GET /api/orders
2025-11-11T09:10:04.581Z - GET /api/products
2025-11-11T09:10:04.582Z - GET /api/services
2025-11-11T09:10:04.582Z - GET /api/orders
2025-11-11T09:10:04.586Z - GET /api/orders
2025-11-11T09:10:04.588Z - GET /api/orders
2025-11-11T09:10:10.471Z - GET /api/products
2025-11-11T09:10:10.513Z - GET /api/services
2025-11-11T09:10:10.524Z - GET /api/orders
2025-11-11T09:10:11.078Z - GET /api/products
2025-11-11T09:10:11.088Z - GET /api/services
2025-11-11T09:10:11.089Z - GET /api/orders
2025-11-11T09:10:11.099Z - GET /api/orders
2025-11-11T09:10:11.107Z - GET /api/orders
2025-11-11T09:10:30.301Z - GET /api/services
2025-11-11T09:10:30.341Z - GET /api/products
2025-11-11T09:10:30.344Z - GET /api/orders
2025-11-11T09:10:30.393Z - GET /api/subscriptions/current
2025-11-11T09:10:31.808Z - GET /api/orders
2025-11-11T09:10:32.919Z - GET /api/products
2025-11-11T09:10:32.981Z - GET /api/services
2025-11-11T09:10:33.158Z - GET /api/orders
2025-11-11T09:10:33.246Z - GET /api/orders
2025-11-11T09:10:33.263Z - GET /api/subscriptions/current
2025-11-11T09:10:34.642Z - GET /api/subscriptions/current
2025-11-11T09:11:01.401Z - GET /api/products
2025-11-11T09:11:01.424Z - GET /api/services
2025-11-11T09:11:01.434Z - GET /api/orders
2025-11-11T09:11:01.869Z - GET /api/services
2025-11-11T09:11:01.872Z - GET /api/orders
2025-11-11T09:11:01.874Z - GET /api/products
2025-11-11T09:11:01.889Z - GET /api/orders
2025-11-11T09:11:01.902Z - GET /api/orders
2025-11-11T09:11:10.462Z - GET /api/orders
2025-11-11T09:11:10.471Z - GET /api/orders
2025-11-11T09:11:21.033Z - GET /api/subscriptions/current
2025-11-11T09:11:21.669Z - GET /api/products
2025-11-11T09:11:21.671Z - GET /api/services
2025-11-11T09:11:21.674Z - GET /api/orders
2025-11-11T09:11:21.690Z - GET /api/orders
2025-11-11T09:11:21.692Z - GET /api/subscriptions/current
2025-11-11T09:11:24.483Z - GET /api/metrics
2025-11-11T09:11:24.565Z - GET /api/metrics
2025-11-11T09:11:34.057Z - GET /api/metrics
2025-11-11T09:11:38.196Z - GET /api/metrics
2025-11-11T09:12:03.358Z - GET /api/products
2025-11-11T09:12:03.601Z - GET /api/products
2025-11-11T09:12:03.610Z - GET /api/products
2025-11-11T09:12:03.614Z - GET /api/products
2025-11-11T09:12:08.268Z - GET /api/metrics
2025-11-11T09:12:15.566Z - GET /api/products
2025-11-11T09:12:15.578Z - GET /api/services
2025-11-11T09:12:15.584Z - GET /api/orders
2025-11-11T09:12:15.605Z - GET /api/subscriptions/current
2025-11-11T09:12:15.748Z - GET /api/orders
2025-11-11T09:12:15.752Z - GET /api/services
2025-11-11T09:12:15.754Z - GET /api/products
2025-11-11T09:12:15.755Z - GET /api/subscriptions/current
2025-11-11T09:12:15.757Z - GET /api/orders
2025-11-11T09:12:15.758Z - GET /api/orders
2025-11-11T09:12:29.458Z - GET /api/subscriptions/current
2025-11-11T09:12:29.634Z - GET /api/metrics
2025-11-11T09:12:29.889Z - GET /api/subscriptions/current
2025-11-11T09:12:30.617Z - GET /api/products
2025-11-11T09:12:30.619Z - GET /api/services
2025-11-11T09:12:30.621Z - GET /api/orders
2025-11-11T09:12:31.515Z - GET /api/products
2025-11-11T09:12:31.517Z - GET /api/services
2025-11-11T09:12:31.518Z - GET /api/orders
2025-11-11T09:12:31.521Z - GET /api/orders
2025-11-11T09:12:31.522Z - GET /api/orders
2025-11-11T09:12:34.958Z - GET /api/products
2025-11-11T09:12:34.979Z - GET /api/products
2025-11-11T09:12:34.984Z - GET /api/products
2025-11-11T09:12:34.989Z - GET /api/products
2025-11-11T09:12:38.703Z - GET /api/subscriptions/current
2025-11-11T09:12:59.674Z - GET /api/metrics
2025-11-11T09:13:29.635Z - GET /api/metrics
2025-11-11T09:13:59.652Z - GET /api/metrics
2025-11-11T09:14:29.685Z - GET /api/metrics
2025-11-11T09:14:53.167Z - GET /api/products
2025-11-11T09:14:53.419Z - GET /api/services
2025-11-11T09:14:53.462Z - GET /api/orders
2025-11-11T09:14:53.650Z - GET /api/subscriptions/current
2025-11-11T09:14:58.715Z - GET /api/orders
2025-11-11T09:14:58.792Z - GET /api/services
2025-11-11T09:14:58.802Z - GET /api/subscriptions/current
2025-11-11T09:14:58.806Z - GET /api/products
2025-11-11T09:14:59.349Z - GET /api/orders
2025-11-11T09:14:59.365Z - GET /api/orders
2025-11-11T09:14:59.760Z - GET /api/metrics
2025-11-11T09:15:10.642Z - GET /api/products
2025-11-11T09:15:12.853Z - GET /api/products
2025-11-11T09:15:29.883Z - GET /api/metrics
2025-11-11T09:15:35.064Z - GET /api/subscriptions/current
2025-11-11T09:16:00.891Z - GET /api/metrics
2025-11-11T09:16:30.018Z - GET /api/metrics
2025-11-11T09:16:42.716Z - GET /api/metrics
2025-11-11T09:16:46.451Z - GET /api/subscriptions/current
2025-11-11T09:16:46.528Z - GET /api/subscriptions/current
2025-11-11T09:16:48.117Z - GET /api/subscriptions/current
2025-11-11T09:16:48.144Z - GET /api/subscriptions/current
2025-11-11T09:17:03.154Z - GET /api/services
2025-11-11T09:17:03.833Z - GET /api/services
2025-11-11T09:17:07.606Z - GET /api/products
2025-11-11T09:17:07.835Z - GET /api/products
2025-11-11T09:17:13.117Z - GET /api/services
2025-11-11T09:17:13.356Z - GET /api/services
2025-11-11T09:17:30.282Z - GET /api/services
2025-11-11T09:17:31.170Z - GET /api/services
2025-11-11T09:17:34.857Z - GET /api/services
2025-11-11T09:17:34.884Z - GET /api/services
2025-11-11T09:17:40.965Z - GET /api/products
2025-11-11T09:17:40.973Z - GET /api/services
2025-11-11T09:17:40.973Z - GET /api/orders
2025-11-11T09:17:41.001Z - GET /api/subscriptions/current
2025-11-11T09:17:41.006Z - GET /api/products
2025-11-11T09:17:41.015Z - GET /api/services
2025-11-11T09:17:41.073Z - GET /api/subscriptions/current
2025-11-11T09:17:41.078Z - GET /api/orders
2025-11-11T09:17:41.082Z - GET /api/orders
2025-11-11T09:17:41.084Z - GET /api/orders
2025-11-11T09:17:43.840Z - GET /api/services
2025-11-11T09:17:43.853Z - GET /api/services
2025-11-11T09:17:50.077Z - GET /api/products
2025-11-11T09:17:50.088Z - GET /api/products
2025-11-11T09:20:00.273Z - GET /api/products
2025-11-11T09:20:00.532Z - GET /api/services
2025-11-11T09:20:00.553Z - GET /api/orders
2025-11-11T09:20:00.663Z - GET /api/subscriptions/current
2025-11-11T09:20:00.844Z - GET /api/products
2025-11-11T09:20:00.894Z - GET /api/services
2025-11-11T09:20:00.896Z - GET /api/orders
2025-11-11T09:20:01.038Z - GET /api/subscriptions/current
2025-11-11T09:20:03.674Z - GET /api/subscriptions/current
2025-11-11T09:20:03.961Z - GET /api/subscriptions/current
2025-11-11T09:20:03.973Z - GET /api/orders
2025-11-11T09:20:03.980Z - GET /api/orders
2025-11-11T09:20:04.001Z - GET /api/products
2025-11-11T09:20:04.005Z - GET /api/services
2025-11-11T09:20:04.010Z - GET /api/services
2025-11-11T09:20:04.012Z - GET /api/products
2025-11-11T09:20:04.047Z - GET /api/orders
2025-11-11T09:20:04.119Z - GET /api/orders
2025-11-11T09:20:04.125Z - GET /api/orders
2025-11-11T09:20:04.181Z - GET /api/orders
2025-11-11T09:20:07.818Z - GET /api/products
2025-11-11T09:20:08.035Z - GET /api/products
2025-11-11T09:20:11.399Z - GET /api/storefronts
2025-11-11T09:20:11.577Z - GET /api/storefronts
2025-11-11T09:20:22.854Z - GET /api/products
2025-11-11T09:20:23.081Z - GET /api/products
2025-11-11T09:20:23.089Z - GET /api/products
2025-11-11T09:20:23.094Z - GET /api/products
2025-11-11T09:20:25.968Z - GET /api/products
2025-11-11T09:20:25.981Z - GET /api/services
2025-11-11T09:20:25.983Z - GET /api/orders
2025-11-11T09:20:26.000Z - GET /api/subscriptions/current
2025-11-11T09:20:26.004Z - GET /api/products
2025-11-11T09:20:26.005Z - GET /api/services
2025-11-11T09:20:26.056Z - GET /api/subscriptions/current
2025-11-11T09:20:26.064Z - GET /api/orders
2025-11-11T09:20:26.068Z - GET /api/orders
2025-11-11T09:20:26.071Z - GET /api/orders
2025-11-11T09:20:28.387Z - GET /api/storefronts
2025-11-11T09:20:28.401Z - GET /api/storefronts
2025-11-11T09:20:52.231Z - GET /api/products
2025-11-11T09:20:52.240Z - GET /api/products
2025-11-11T09:21:11.857Z - GET /api/products
2025-11-11T09:21:11.958Z - GET /api/orders
2025-11-11T09:21:12.003Z - GET /api/services
2025-11-11T09:21:12.004Z - GET /api/subscriptions/current
2025-11-11T09:21:12.331Z - GET /api/products
2025-11-11T09:21:12.338Z - GET /api/services
2025-11-11T09:21:12.340Z - GET /api/orders
2025-11-11T09:21:12.645Z - GET /api/subscriptions/current
2025-11-11T09:21:12.749Z - GET /api/subscriptions/current
2025-11-11T09:21:13.125Z - GET /api/orders
2025-11-11T09:21:13.153Z - GET /api/products
2025-11-11T09:21:13.167Z - GET /api/subscriptions/current
2025-11-11T09:21:13.214Z - GET /api/services
2025-11-11T09:21:13.221Z - GET /api/products
2025-11-11T09:21:13.231Z - GET /api/services
2025-11-11T09:21:13.240Z - GET /api/orders
2025-11-11T09:21:13.395Z - GET /api/orders
2025-11-11T09:21:13.467Z - GET /api/orders
2025-11-11T09:21:13.475Z - GET /api/orders
2025-11-11T09:21:13.504Z - GET /api/orders
2025-11-11T09:21:42.893Z - GET /api/subscriptions/current
2025-11-11T09:21:46.640Z - GET /api/subscriptions/current
2025-11-11T09:22:07.654Z - GET /api/subscriptions/current
2025-11-11T09:22:07.836Z - GET /api/subscriptions/current
2025-11-11T09:22:08.622Z - GET /api/products
2025-11-11T09:22:08.644Z - GET /api/services
2025-11-11T09:22:08.656Z - GET /api/orders
2025-11-11T09:22:08.670Z - GET /api/subscriptions/current
2025-11-11T09:22:08.745Z - GET /api/subscriptions/current
2025-11-11T09:22:09.363Z - GET /api/orders
2025-11-11T09:24:18.539Z - GET /api/products
2025-11-11T09:24:18.693Z - GET /api/products
2025-11-11T09:24:22.548Z - GET /api/services
2025-11-11T09:24:22.557Z - GET /api/services
2025-11-11T09:24:32.081Z - GET /api/storefronts
2025-11-11T09:24:32.093Z - GET /api/storefronts
2025-11-11T09:24:35.236Z - GET /api/storefronts
2025-11-11T09:24:35.258Z - GET /api/subscriptions/current
2025-11-11T09:24:35.543Z - GET /api/subscriptions/current
2025-11-11T09:24:36.350Z - GET /api/subscriptions/current
2025-11-11T09:24:36.363Z - GET /api/subscriptions/current
2025-11-11T09:24:50.005Z - GET /api/subscriptions/current
2025-11-11T09:24:50.130Z - GET /api/subscriptions/current
2025-11-11T09:24:50.524Z - GET /api/metrics
2025-11-11T09:24:50.876Z - GET /api/metrics
2025-11-11T09:24:57.475Z - GET /api/orders
2025-11-11T09:24:57.869Z - GET /api/orders
2025-11-11T09:24:58.287Z - GET /api/subscriptions/current
2025-11-11T09:24:58.360Z - GET /api/orders
2025-11-11T09:24:58.363Z - GET /api/subscriptions/current
2025-11-11T09:25:08.909Z - GET /api/subscriptions/current
2025-11-11T09:25:09.143Z - GET /api/subscriptions/current
2025-11-11T09:25:13.879Z - GET /api/subscriptions/current
2025-11-11T09:25:14.167Z - GET /api/subscriptions/current
2025-11-11T09:25:15.963Z - GET /api/products
2025-11-11T09:25:15.975Z - GET /api/services
2025-11-11T09:25:15.977Z - GET /api/orders
2025-11-11T09:25:15.999Z - GET /api/orders
2025-11-11T09:25:16.004Z - GET /api/orders
2025-11-11T09:25:16.013Z - GET /api/orders
2025-11-11T09:25:16.018Z - GET /api/orders
2025-11-11T09:25:16.029Z - GET /api/orders
2025-11-11T09:25:16.032Z - GET /api/orders
2025-11-11T09:25:16.035Z - GET /api/orders
2025-11-11T09:25:16.059Z - GET /api/products
2025-11-11T09:25:16.060Z - GET /api/services
2025-11-11T09:25:16.075Z - GET /api/products
2025-11-11T09:25:16.084Z - GET /api/services
2025-11-11T09:25:16.115Z - GET /api/products
2025-11-11T09:25:16.116Z - GET /api/services
2025-11-11T09:27:07.840Z - GET /api/subscriptions/current
2025-11-11T09:27:09.242Z - GET /api/subscriptions/current
2025-11-11T09:27:10.069Z - GET /api/products
2025-11-11T09:27:10.580Z - GET /api/services
2025-11-11T09:27:10.600Z - GET /api/orders
2025-11-11T09:27:12.074Z - GET /api/products
2025-11-11T09:27:12.635Z - GET /api/orders
2025-11-11T09:27:12.641Z - GET /api/services
2025-11-11T09:27:12.706Z - GET /api/products
2025-11-11T09:27:12.948Z - GET /api/orders
2025-11-11T09:27:12.951Z - GET /api/services
2025-11-11T09:27:12.992Z - GET /api/orders
2025-11-11T09:27:13.001Z - GET /api/products
2025-11-11T09:27:13.007Z - GET /api/services
2025-11-11T09:27:13.052Z - GET /api/orders
2025-11-11T09:27:13.353Z - GET /api/orders
2025-11-11T09:27:13.366Z - GET /api/orders
2025-11-11T09:27:13.371Z - GET /api/orders
2025-11-11T09:27:58.459Z - GET /api/products
2025-11-11T09:27:58.546Z - GET /api/products
2025-11-11T09:28:37.468Z - GET /api/products
2025-11-11T09:28:37.490Z - GET /api/services
2025-11-11T09:28:37.494Z - GET /api/orders
2025-11-11T09:28:37.653Z - GET /api/orders
2025-11-11T09:28:37.666Z - GET /api/orders
2025-11-11T09:28:37.671Z - GET /api/orders
2025-11-11T09:28:37.676Z - GET /api/orders
2025-11-11T09:28:37.696Z - GET /api/orders
2025-11-11T09:28:37.701Z - GET /api/orders
2025-11-11T09:28:37.707Z - GET /api/orders
2025-11-11T09:28:37.807Z - GET /api/products
2025-11-11T09:28:37.809Z - GET /api/services
2025-11-11T09:28:37.822Z - GET /api/products
2025-11-11T09:28:37.823Z - GET /api/services
2025-11-11T09:28:37.827Z - GET /api/services
2025-11-11T09:28:37.827Z - GET /api/products
2025-11-11T09:28:43.423Z - GET /api/products
2025-11-11T09:28:43.444Z - GET /api/products
2025-11-11T09:28:45.128Z - GET /api/services
2025-11-11T09:28:45.132Z - GET /api/services
2025-11-11T09:28:49.776Z - GET /api/subscriptions/current
2025-11-11T09:28:49.788Z - GET /api/subscriptions/current
2025-11-11T09:28:52.934Z - GET /api/metrics
2025-11-11T09:28:53.024Z - GET /api/metrics
2025-11-11T09:29:00.788Z - GET /api/orders
2025-11-11T09:29:00.799Z - GET /api/orders
2025-11-11T09:30:13.914Z - GET /api/subscriptions/current
2025-11-11T09:30:15.222Z - GET /api/subscriptions/current
2025-11-11T09:30:57.766Z - GET /api/metrics
2025-11-11T09:30:58.268Z - GET /api/metrics
2025-11-11T09:31:28.147Z - GET /api/metrics
2025-11-11T09:31:41.562Z - GET /api/storefronts
2025-11-11T09:31:41.617Z - GET /api/storefronts
2025-11-11T09:31:57.682Z - GET /api/products
2025-11-11T09:31:58.718Z - GET /api/services
2025-11-11T09:31:59.477Z - GET /api/services
2025-11-11T09:31:59.480Z - GET /api/products
2025-11-11T09:32:01.396Z - GET /api/storefronts
2025-11-11T09:32:01.418Z - GET /api/storefronts
2025-11-11T09:32:07.530Z - GET /api/subscriptions/current
2025-11-11T09:32:11.641Z - GET /api/subscriptions/current
2025-11-11T09:32:43.748Z - GET /api/services
2025-11-11T09:32:43.885Z - GET /api/services
2025-11-11T09:35:13.484Z - GET /api/services
2025-11-11T09:35:13.689Z - GET /api/services
2025-11-11T09:35:13.897Z - GET /api/subscriptions/current
2025-11-11T09:35:15.218Z - GET /api/subscriptions/current
2025-11-11T09:36:28.614Z - GET /api/storefronts
2025-11-11T09:36:28.830Z - GET /api/storefronts
2025-11-11T09:37:07.931Z - GET /api/subscriptions/current
2025-11-11T09:37:11.680Z - GET /api/subscriptions/current
2025-11-11T09:38:06.012Z - POST /api/auth/signin
2025-11-11T09:38:06.249Z - GET /api/subscriptions/current
2025-11-11T09:38:09.284Z - GET /api/products
2025-11-11T09:38:09.290Z - GET /api/services
2025-11-11T09:38:09.292Z - GET /api/orders
2025-11-11T09:38:09.298Z - GET /api/subscriptions/current
2025-11-11T09:38:09.317Z - GET /api/subscriptions/current
2025-11-11T09:38:09.321Z - GET /api/subscriptions/current
2025-11-11T09:38:09.344Z - GET /api/orders
2025-11-11T09:38:09.349Z - GET /api/orders
2025-11-11T09:38:09.352Z - GET /api/orders
2025-11-11T09:38:09.354Z - GET /api/orders
2025-11-11T09:38:09.355Z - GET /api/orders
2025-11-11T09:38:09.356Z - GET /api/orders
2025-11-11T09:38:09.357Z - GET /api/orders
2025-11-11T09:38:09.375Z - GET /api/services
2025-11-11T09:38:09.375Z - GET /api/products
2025-11-11T09:38:09.385Z - GET /api/services
2025-11-11T09:38:09.386Z - GET /api/products
2025-11-11T09:38:09.388Z - GET /api/services
2025-11-11T09:38:09.388Z - GET /api/products
2025-11-11T09:38:09.391Z - GET /api/products
2025-11-11T09:38:09.397Z - GET /api/products
2025-11-11T09:38:31.910Z - POST /api/auth/signin
2025-11-11T09:38:32.666Z - GET /api/subscriptions/current
2025-11-11T09:38:35.527Z - GET /api/subscriptions/current
2025-11-11T09:39:21.365Z - POST /api/auth/signin
2025-11-11T09:39:26.139Z - POST /api/auth/signin
2025-11-11T09:40:30.210Z - POST /api/auth/signup
2025-11-11T09:40:30.978Z - GET /api/subscriptions/current
2025-11-11T09:40:34.078Z - GET /api/subscriptions/current
2025-11-11T09:40:59.094Z - POST /api/subscriptions
2025-11-11T09:40:59.128Z - GET /api/subscriptions/current
2025-11-11T09:40:59.169Z - GET /api/products
2025-11-11T09:40:59.174Z - GET /api/services
2025-11-11T09:40:59.175Z - GET /api/orders
2025-11-11T09:40:59.183Z - GET /api/subscriptions/current
2025-11-11T09:40:59.221Z - GET /api/subscriptions/current
2025-11-11T09:40:59.260Z - GET /api/orders
2025-11-11T09:40:59.267Z - GET /api/services
2025-11-11T09:40:59.267Z - GET /api/products
2025-11-11T09:40:59.269Z - GET /api/orders
2025-11-11T09:40:59.275Z - GET /api/services
2025-11-11T09:40:59.276Z - GET /api/products
2025-11-11T09:40:59.276Z - GET /api/orders
2025-11-11T09:40:59.279Z - GET /api/products
2025-11-11T09:40:59.279Z - GET /api/services
2025-11-11T09:40:59.279Z - GET /api/orders
2025-11-11T09:40:59.282Z - GET /api/orders
2025-11-11T09:40:59.284Z - GET /api/orders
2025-11-11T09:40:59.285Z - GET /api/orders
2025-11-11T09:41:08.114Z - GET /api/products
2025-11-11T09:41:08.124Z - GET /api/products
2025-11-11T09:41:10.276Z - GET /api/services
2025-11-11T09:41:10.279Z - GET /api/services
2025-11-11T09:41:18.039Z - GET /api/services
2025-11-11T09:41:18.048Z - GET /api/services
2025-11-11T09:41:22.147Z - GET /api/products
2025-11-11T09:41:22.152Z - GET /api/services
2025-11-11T09:41:22.153Z - GET /api/orders
2025-11-11T09:41:22.165Z - GET /api/subscriptions/current
2025-11-11T09:41:22.166Z - GET /api/products
2025-11-11T09:41:22.167Z - GET /api/services
2025-11-11T09:41:22.172Z - GET /api/products
2025-11-11T09:41:22.172Z - GET /api/subscriptions/current
2025-11-11T09:41:22.173Z - GET /api/services
2025-11-11T09:41:22.173Z - GET /api/orders
2025-11-11T09:41:22.177Z - GET /api/products
2025-11-11T09:41:22.177Z - GET /api/services
2025-11-11T09:41:22.179Z - GET /api/orders
2025-11-11T09:41:22.180Z - GET /api/orders
2025-11-11T09:41:22.181Z - GET /api/orders
2025-11-11T09:41:22.183Z - GET /api/orders
2025-11-11T09:41:22.184Z - GET /api/orders
2025-11-11T09:41:22.187Z - GET /api/orders
2025-11-11T09:41:28.681Z - GET /api/products
2025-11-11T09:41:28.685Z - GET /api/products
2025-11-11T09:41:29.989Z - GET /api/services
2025-11-11T09:41:29.993Z - GET /api/services
2025-11-11T09:41:31.077Z - GET /api/storefronts
2025-11-11T09:41:31.082Z - GET /api/storefronts
2025-11-11T09:41:35.249Z - GET /api/products
2025-11-11T09:41:35.251Z - GET /api/services
2025-11-11T09:41:35.254Z - GET /api/orders
2025-11-11T09:41:35.258Z - GET /api/products
2025-11-11T09:41:35.260Z - GET /api/services
2025-11-11T09:41:35.263Z - GET /api/orders
2025-11-11T09:41:35.265Z - GET /api/products
2025-11-11T09:41:35.265Z - GET /api/services
2025-11-11T09:41:35.266Z - GET /api/orders
2025-11-11T09:41:35.267Z - GET /api/products
2025-11-11T09:41:35.271Z - GET /api/services
2025-11-11T09:41:35.273Z - GET /api/orders
2025-11-11T09:41:35.275Z - GET /api/orders
2025-11-11T09:41:35.276Z - GET /api/orders
2025-11-11T09:41:35.277Z - GET /api/orders
2025-11-11T09:41:35.278Z - GET /api/orders
2025-11-11T09:41:37.159Z - GET /api/storefronts
2025-11-11T09:41:37.161Z - GET /api/storefronts
2025-11-11T09:41:41.780Z - GET /api/orders
2025-11-11T09:41:41.787Z - GET /api/orders
2025-11-11T09:41:47.135Z - GET /api/orders
2025-11-11T09:41:47.140Z - GET /api/orders
2025-11-11T09:41:48.175Z - GET /api/storefronts
2025-11-11T09:41:48.177Z - GET /api/storefronts
2025-11-11T09:41:50.468Z - GET /api/services
2025-11-11T09:41:50.498Z - GET /api/services
2025-11-11T09:41:52.170Z - GET /api/products
2025-11-11T09:41:52.178Z - GET /api/products
2025-11-11T09:41:53.293Z - GET /api/products
2025-11-11T09:41:53.295Z - GET /api/services
2025-11-11T09:41:53.301Z - GET /api/orders
2025-11-11T09:41:53.305Z - GET /api/products
2025-11-11T09:41:53.307Z - GET /api/services
2025-11-11T09:41:53.309Z - GET /api/orders
2025-11-11T09:41:53.311Z - GET /api/products
2025-11-11T09:41:53.311Z - GET /api/services
2025-11-11T09:41:53.312Z - GET /api/orders
